total_population,male_population,female_population,median_age,white_alone,black_alone,asian_alone,hispanic_or_latino,total_housing_units,occupied_housing_units,vacant_housing_units,median_home_value,median_gross_rent,median_household_income,per_capita_income,poverty_count,in_labor_force,civilian_labor_force,employed,unemployed,bachelors_degree,masters_degree,doctorate_degree,total_commuters,public_transit_commuters,mean_travel_time_to_work,location_name,state,place,year,dataset,fetched_date
410,188,222,,332,23,42,18,235,235,0,320000,,76644,50795,55,259,259,234,25,135,74,0,214,27,190,"Staatsburg CDP, New York",36,70552,2022,acs/acs5,2025-10-13T11:21:10.436896
1155,586,569,,1049,6,10,62,651,498,153,161900,782,46667,24399,242,538,538,477,61,101,92,11,451,0,418,"Stamford village, New York",36,70618,2022,acs/acs5,2025-10-13T11:21:10.436906
616,321,295,,603,3,0,0,306,247,59,97000,625,69276,33686,36,284,284,249,35,24,56,0,245,0,245,"Stannards CDP, New York",36,70717,2022,acs/acs5,2025-10-13T11:21:10.436916
649,395,254,,533,25,5,40,466,277,189,77100,775,53125,32157,148,242,242,235,7,37,31,4,233,3,179,"Star Lake CDP, New York",36,70849,2022,acs/acs5,2025-10-13T11:21:10.436951
2244,1064,1180,,1717,5,244,232,840,802,38,734900,1857,151250,61534,47,1258,1258,1164,94,509,312,33,1135,229,989,"Stewart Manor village, New York",36,71267,2022,acs/acs5,2025-10-13T11:21:10.436961
1756,840,916,,1630,54,0,145,903,794,109,240500,1013,83281,42639,225,1135,1135,1105,30,160,97,0,1046,0,917,"Stillwater village, New York",36,71322,2022,acs/acs5,2025-10-13T11:21:10.436972
329,166,163,,276,0,53,0,117,117,0,175300,,104196,36395,0,221,221,221,0,16,46,0,221,0,221,"Stittville CDP, New York",36,71377,2022,acs/acs5,2025-10-13T11:21:10.436981
1900,1009,891,,1303,249,216,108,742,732,10,403100,,117683,48646,217,818,818,756,62,413,431,63,737,8,397,"Stone Ridge CDP, New York",36,71597,2022,acs/acs5,2025-10-13T11:21:10.436993
12501,6500,6001,,10208,228,1472,1025,4970,4523,447,576800,2831,145487,72008,698,6496,6466,6228,238,2152,2156,849,6201,359,5126,"Stony Brook CDP, New York",36,71608,2022,acs/acs5,2025-10-13T11:21:10.437003
8755,4459,4296,,3149,940,3950,927,0,0,0,,,,6086,0,3116,3116,2722,394,245,188,10,2609,381,2433,"Stony Brook University CDP, New York",36,71620,2022,acs/acs5,2025-10-13T11:21:10.437014
12533,6381,6152,,9397,1450,356,2626,4626,4364,262,450600,1540,124881,49448,386,6590,6573,6165,408,1601,1377,88,5910,308,5485,"Stony Point CDP, New York",36,71663,2022,acs/acs5,2025-10-13T11:21:10.437024
1186,630,556,,996,41,0,86,794,574,220,177700,1376,56667,32276,106,604,604,593,11,121,19,9,558,9,536,"Stottville CDP, New York",36,71718,2022,acs/acs5,2025-10-13T11:21:10.437033
523,253,270,,429,0,0,94,249,240,9,158800,750,69519,38193,25,295,295,295,0,73,41,0,295,4,290,"Strykersville CDP, New York",36,71817,2022,acs/acs5,2025-10-13T11:21:10.437043
11376,5259,6117,,7262,1632,764,2023,4912,4663,249,336300,1848,94688,49566,678,6334,6305,5961,344,2184,1314,88,5806,205,5282,"Suffern village, New York",36,71894,2022,acs/acs5,2025-10-13T11:21:10.437053
366,196,170,,327,16,0,28,322,104,218,212500,,,26115,68,97,97,85,12,41,24,0,85,0,70,"Sunset Bay CDP, New York",36,72246,2022,acs/acs5,2025-10-13T11:21:10.437062
3338,1708,1630,,2246,559,158,730,11,11,0,,,,8002,11,1399,1399,1066,333,45,11,0,839,55,735,"SUNY Oswego CDP, New York",36,72327,2022,acs/acs5,2025-10-13T11:21:10.437075
249,117,132,,184,65,0,20,544,126,418,167900,1217,39063,29141,68,97,97,97,0,12,0,0,97,0,97,"Swan Lake CDP, New York",36,72400,2022,acs/acs5,2025-10-13T11:21:10.437085
856,464,392,,807,0,5,12,931,440,491,118400,929,48125,32768,141,326,326,294,32,48,75,11,282,0,270,"Sylvan Beach village, New York",36,72521,2022,acs/acs5,2025-10-13T11:21:10.437095
18807,9508,9299,,11787,194,5910,772,6271,6105,166,816200,,180297,74045,908,9194,9194,8832,362,4168,2834,314,8607,1204,6968,"Syosset CDP, New York",36,72554,2022,acs/acs5,2025-10-13T11:21:10.437105
146134,70588,75546,,75859,42408,10146,14422,68362,58424,9938,117900,932,43584,26472,38798,67608,67481,61679,5802,14393,8717,1885,60249,4456,54625,"Syracuse city, New York",36,73000,2022,acs/acs5,2025-10-13T11:21:10.437114
652,339,313,,635,0,0,47,479,348,131,188100,,146364,77773,19,429,429,429,0,65,111,12,429,16,406,"Taconic Shores CDP, New York",36,73057,2022,acs/acs5,2025-10-13T11:21:10.437123
466,288,178,,428,11,0,19,468,143,325,274200,981,61510,30897,77,207,207,191,16,38,12,10,188,0,167,"Tannersville village, New York",36,73143,2022,acs/acs5,2025-10-13T11:21:10.437137
7016,3319,3697,,5069,333,974,779,2342,2342,0,587900,2244,171125,66274,44,4167,4167,3817,350,1794,893,127,3747,237,3320,"Tappan CDP, New York",36,73154,2022,acs/acs5,2025-10-13T11:21:10.437147
11776,5841,5935,,8234,428,986,2812,5305,4921,384,627300,1978,109945,74362,709,6373,6373,6194,179,2668,1978,356,6146,860,5126,"Tarrytown village, New York",36,73176,2022,acs/acs5,2025-10-13T11:21:10.437159
10890,4900,5990,,9158,467,222,1954,4035,3820,215,435200,2138,112682,47098,252,5752,5695,5332,363,1498,548,119,5222,140,5004,"Terryville CDP, New York",36,73352,2022,acs/acs5,2025-10-13T11:21:10.437168
228,77,151,,228,0,0,0,128,75,53,294600,,100268,24510,0,63,63,63,0,62,0,0,63,0,63,"Thendara CDP, New York",36,73495,2022,acs/acs5,2025-10-13T11:21:10.437178
919,563,356,,629,0,3,35,371,316,55,144700,958,55556,29431,106,650,638,612,26,23,30,0,620,0,598,"Theresa village, New York",36,73517,2022,acs/acs5,2025-10-13T11:21:10.437188
4491,2295,2196,,3127,456,311,914,1605,1590,15,478700,1739,122417,57548,94,2420,2420,2394,26,1033,490,67,2380,51,2277,"Thiells CDP, New York",36,73583,2022,acs/acs5,2025-10-13T11:21:10.437197
2750,1339,1411,,1509,19,1116,22,1048,1043,5,1073500,2576,134107,74562,170,1389,1389,1344,45,650,442,62,1312,319,1092,"Thomaston village, New York",36,73605,2022,acs/acs5,2025-10-13T11:21:10.437207
4396,2200,2196,,3675,69,274,386,1456,1428,28,654400,1934,163571,66607,213,2427,2427,2396,31,886,639,30,2279,279,1997,"Thornwood CDP, New York",36,73715,2022,acs/acs5,2025-10-13T11:21:10.437218
216,108,108,,216,0,0,0,457,85,372,289100,,153750,108492,5,113,113,101,12,10,42,30,101,0,7,"Thousand Island Park CDP, New York",36,73726,2022,acs/acs5,2025-10-13T11:21:10.437227
63,32,31,,63,0,0,0,52,31,21,190600,,47813,24263,4,19,19,19,0,14,0,0,19,0,19,"Three Mile Bay CDP, New York",36,73737,2022,acs/acs5,2025-10-13T11:21:10.437237
3399,1715,1684,,3351,0,0,10,1609,1339,270,147400,838,49215,31196,568,1572,1572,1466,106,238,107,78,1454,47,1300,"Ticonderoga CDP, New York",36,73880,2022,acs/acs5,2025-10-13T11:21:10.437248
1782,915,867,,1074,132,26,158,703,670,33,246700,1714,86276,40860,137,1194,1188,1176,12,244,187,0,1161,12,1075,"Tillson CDP, New York",36,73902,2022,acs/acs5,2025-10-13T11:21:10.437257
2348,1247,1101,,2179,0,53,80,901,901,0,192700,,120417,47978,11,1105,1105,1095,10,381,406,24,1051,0,957,"Tioga Terrace CDP, New York",36,73990,2022,acs/acs5,2025-10-13T11:21:10.437267
613,276,337,,442,0,2,97,311,311,0,328800,,108472,61641,0,289,289,289,0,78,124,21,289,0,247,"Titusville CDP, New York",36,74017,2022,acs/acs5,2025-10-13T11:21:10.437276
802,291,511,,741,9,22,46,457,366,91,346900,1425,44583,35134,218,421,421,375,46,145,147,14,362,3,326,"Tivoli village, New York",36,74023,2022,acs/acs5,2025-10-13T11:21:10.437286
15096,7619,7477,,14099,81,311,351,7300,6876,424,150800,734,59532,33597,1613,7672,7672,7185,487,1937,728,115,7022,128,6190,"Tonawanda city, New York",36,74166,2022,acs/acs5,2025-10-13T11:21:10.437295
57210,27834,29376,,49267,3338,1692,2133,27592,26469,1123,182200,983,74313,41343,5472,32084,32024,30764,1260,9914,5146,746,30439,474,26669,"Tonawanda Town CDP, New York",36,75021,2022,acs/acs5,2025-10-13T11:21:10.437305
1951,916,1035,,1830,29,72,6,868,810,58,213400,1325,95089,41012,27,947,947,931,16,168,93,0,898,0,865,"Town Line CDP, New York",36,75121,2022,acs/acs5,2025-10-13T11:21:10.437316
838,308,530,,685,0,0,17,344,263,81,145900,584,92574,33939,0,358,358,358,0,33,20,0,348,0,318,"Tribes Hill CDP, New York",36,75341,2022,acs/acs5,2025-10-13T11:21:10.437325
51268,25082,26186,,33635,8613,2553,4650,25109,21574,3535,177100,1086,54837,33743,10884,26399,26348,23798,2550,6242,3624,690,23172,1395,20672,"Troy city, New York",36,75484,2022,acs/acs5,2025-10-13T11:21:10.437335
1485,614,871,,1433,17,8,15,824,737,87,268500,1096,68309,44209,131,659,659,635,24,314,225,34,626,36,493,"Trumansburg village, New York",36,75506,2022,acs/acs5,2025-10-13T11:21:10.437346
1200,528,672,,817,6,34,194,958,644,314,965900,1357,58534,58313,287,634,634,610,24,129,187,50,520,17,332,"Tuckahoe CDP, New York",36,75572,2022,acs/acs5,2025-10-13T11:21:10.437356
6995,3161,3834,,4053,376,1138,1381,3275,3173,102,566400,2038,108683,75120,546,3918,3918,3831,87,1594,1321,103,3797,913,2887,"Tuckahoe village, New York",36,75583,2022,acs/acs5,2025-10-13T11:21:10.437366
985,430,555,,912,11,10,38,426,384,42,162100,914,77700,40881,115,513,513,497,16,153,93,10,479,0,449,"Tully village, New York",36,75627,2022,acs/acs5,2025-10-13T11:21:10.437376
2804,1250,1554,,2618,76,0,32,1889,1499,390,96000,582,52779,34223,556,1383,1383,1316,67,265,101,0,1279,0,1195,"Tupper Lake village, New York",36,75671,2022,acs/acs5,2025-10-13T11:21:10.437387
370,228,142,,283,5,0,0,170,152,18,96700,980,97818,29089,58,156,156,147,9,18,23,0,143,0,138,"Turin village, New York",36,75682,2022,acs/acs5,2025-10-13T11:21:10.437397
167,109,58,,167,0,0,0,59,59,0,138400,,,39989,0,104,104,104,0,16,7,0,90,0,90,"Tuscarora CDP, New York",36,75726,2022,acs/acs5,2025-10-13T11:21:10.437406
3072,1487,1585,,2263,453,43,490,1298,1133,165,523800,1530,122188,63188,273,1638,1622,1587,35,571,243,22,1594,206,1337,"Tuxedo village, New York",36,75779,2022,acs/acs5,2025-10-13T11:21:10.437416
700,421,279,,535,0,8,45,487,395,92,2000001,1393,250001,340699,13,400,398,391,7,196,259,4,391,57,210,"Tuxedo Park village, New York",36,75803,2022,acs/acs5,2025-10-13T11:21:10.437426
945,410,535,,785,24,59,49,513,406,107,103500,713,42917,25120,308,485,485,451,34,120,39,3,439,6,385,"Unadilla village, New York",36,76001,2022,acs/acs5,2025-10-13T11:21:10.437436
199,99,100,,186,0,2,23,99,85,14,155000,621,70417,37117,19,106,106,86,20,26,28,3,80,0,75,"Unadilla Forks CDP, New York",36,76023,2022,acs/acs5,2025-10-13T11:21:10.437445
33192,15841,17351,,11239,12063,771,13384,9173,8696,477,467500,2689,107885,35429,2694,16483,16463,15403,1060,2606,2089,202,15113,1552,13939,"Uniondale CDP, New York",36,76089,2022,acs/acs5,2025-10-13T11:21:10.437455
1280,669,611,,1151,28,5,55,528,471,57,153000,713,92163,37280,60,642,642,610,32,145,161,52,583,0,502,"Union Springs village, New York",36,76155,2022,acs/acs5,2025-10-13T11:21:10.437465
670,297,373,,555,33,0,71,241,228,13,260000,1458,84688,37919,112,376,376,376,0,26,56,0,369,0,320,"Unionville village, New York",36,76210,2022,acs/acs5,2025-10-13T11:21:10.437474
6189,3222,2967,,3407,1115,992,585,173,173,0,,1361,,7160,37,1318,1317,1290,27,64,57,137,1268,123,1122,"University at Buffalo CDP, New York",36,76280,2022,acs/acs5,2025-10-13T11:21:10.437485
4171,1928,2243,,2290,82,1484,445,1638,1546,92,838200,1684,104844,58988,257,2259,2259,2147,112,833,629,46,2147,585,1865,"University Gardens CDP, New York",36,76287,2022,acs/acs5,2025-10-13T11:21:10.437495
1880,881,999,,1471,21,311,31,663,616,47,1784200,1818,229375,111325,63,1013,1013,965,48,444,356,40,965,149,778,"Upper Brookville village, New York",36,76331,2022,acs/acs5,2025-10-13T11:21:10.437504
2142,1052,1090,,1549,260,22,305,778,737,41,670700,2433,188229,79230,170,1111,1111,1041,70,406,372,69,1001,62,723,"Upper Nyack village, New York",36,76386,2022,acs/acs5,2025-10-13T11:21:10.437514
89,50,39,,75,0,0,0,46,46,0,413600,,141818,71809,0,36,36,36,0,28,0,0,36,0,25,"Upper Red Hook CDP, New York",36,76397,2022,acs/acs5,2025-10-13T11:21:10.437523
64728,32231,32497,,37865,10505,7297,8860,28340,24617,3723,123800,873,48212,25622,17651,27895,27841,25892,1949,4975,2427,574,25005,1220,23377,"Utica city, New York",36,76540,2022,acs/acs5,2025-10-13T11:21:10.437533
2881,1478,1403,,1263,959,125,871,1526,1300,226,263000,1631,66438,38966,164,1572,1572,1506,66,298,201,0,1452,85,1392,"Vails Gate CDP, New York",36,76584,2022,acs/acs5,2025-10-13T11:21:10.437543
1668,845,823,,1407,17,0,159,706,626,80,270600,927,93824,42808,109,774,774,719,55,199,135,3,715,19,664,"Valatie village, New York",36,76617,2022,acs/acs5,2025-10-13T11:21:10.437553
3052,1604,1448,,2408,174,218,451,1201,1095,106,601700,2846,87451,54611,279,1535,1535,1467,68,635,265,71,1407,115,1166,"Valhalla CDP, New York",36,76639,2022,acs/acs5,2025-10-13T11:21:10.437564
9069,4444,4625,,6071,680,1167,1114,3654,3420,234,470600,1878,131172,65256,262,5279,5279,4842,437,2205,1393,53,4802,240,4090,"Valley Cottage CDP, New York",36,76661,2022,acs/acs5,2025-10-13T11:21:10.437573
461,235,226,,442,0,6,9,193,184,9,182000,1125,85938,44864,2,268,267,258,9,65,44,2,242,1,218,"Valley Falls village, New York",36,76672,2022,acs/acs5,2025-10-13T11:21:10.437583
40288,18901,21387,,13130,10499,6746,9366,13047,12329,718,571700,1912,122048,46105,1664,22536,22503,21363,1140,7320,2989,402,20740,4407,18473,"Valley Stream village, New York",36,76705,2022,acs/acs5,2025-10-13T11:21:10.437593
476,234,242,,449,5,13,6,255,199,56,106900,,54120,27579,43,238,238,234,4,28,27,0,230,0,222,"Van Etten CDP, New York",36,76881,2022,acs/acs5,2025-10-13T11:21:10.437603
699,327,372,,562,0,86,32,534,386,148,58600,1435,64500,53300,121,555,555,531,24,167,145,58,512,56,412,"Varna CDP, New York",36,76969,2022,acs/acs5,2025-10-13T11:21:10.437612
3012,1253,1759,,1948,312,399,253,345,345,0,525900,1225,114325,18539,155,1606,1606,1564,42,30,172,203,1503,22,1062,"Vassar College CDP, New York",36,76985,2022,acs/acs5,2025-10-13T11:21:10.437622
1300,722,578,,1229,24,11,46,589,535,54,147800,864,57434,29301,160,760,760,753,7,132,43,0,738,0,624,"Vernon village, New York",36,77112,2022,acs/acs5,2025-10-13T11:21:10.437634
1363,740,623,,1345,0,2,25,680,610,70,186500,883,71535,39631,57,780,780,596,184,104,18,25,596,0,590,"Verona CDP, New York",36,77167,2022,acs/acs5,2025-10-13T11:21:10.437646
796,501,295,,503,60,1,139,422,364,58,422900,1569,70833,43331,52,481,481,417,64,132,62,1,417,44,392,"Verplanck CDP, New York",36,77211,2022,acs/acs5,2025-10-13T11:21:10.437655
2722,1313,1409,,2591,6,52,44,1126,1099,27,265800,979,89911,41969,136,1326,1326,1308,18,463,410,31,1301,4,1183,"Victor village, New York",36,77376,2022,acs/acs5,2025-10-13T11:21:10.437665
694,358,336,,671,3,0,21,268,256,12,169600,1081,58182,29882,107,344,344,326,18,53,25,1,313,0,300,"Victory village, New York",36,77431,2022,acs/acs5,2025-10-13T11:21:10.437675
3747,1784,1963,,3261,64,34,305,1919,1816,103,132400,1137,60089,35538,408,2086,2086,1964,122,517,256,0,1888,29,1679,"Village Green CDP, New York",36,77513,2022,acs/acs5,2025-10-13T11:21:10.437684
1747,816,931,,1580,53,83,56,572,522,50,616400,1833,173594,64330,63,872,872,823,49,433,208,47,812,72,715,"Village of the Branch village, New York",36,77519,2022,acs/acs5,2025-10-13T11:21:10.437694
7385,3644,3741,,7139,191,0,172,2284,2093,191,1006800,1963,93844,32045,1873,2951,2951,2581,370,683,473,35,2473,51,2087,"Viola CDP, New York",36,77574,2022,acs/acs5,2025-10-13T11:21:10.437703
232,116,116,,198,18,0,0,93,93,0,173200,,56815,31134,35,146,146,139,7,49,7,0,139,0,127,"Virgil CDP, New York",36,77585,2022,acs/acs5,2025-10-13T11:21:10.437713
2840,1390,1450,,2649,12,24,77,1136,1084,52,277800,1141,102885,50501,194,1470,1470,1426,44,634,230,3,1380,1,1167,"Voorheesville village, New York",36,77684,2022,acs/acs5,2025-10-13T11:21:10.437723
1060,431,629,,992,0,0,82,493,440,53,192900,683,65000,37734,97,408,408,389,19,95,161,0,382,0,362,"Waddington village, New York",36,77728,2022,acs/acs5,2025-10-13T11:21:10.437735
8100,4191,3909,,7339,423,74,563,3591,3123,468,467900,2896,128750,58743,371,4425,4425,4225,200,1128,1118,174,4169,20,3642,"Wading River CDP, New York",36,77772,2022,acs/acs5,2025-10-13T11:21:10.437745
148,57,91,,148,0,0,22,51,51,0,,,54107,25736,77,75,75,54,21,0,8,0,54,0,26,"Wadsworth CDP, New York",36,77783,2022,acs/acs5,2025-10-13T11:21:10.437754
585,321,264,,485,27,7,3,928,296,632,2000001,,172500,126952,70,311,311,294,17,190,57,16,294,3,196,"Wainscott CDP, New York",36,77805,2022,acs/acs5,2025-10-13T11:21:10.437764
6861,3342,3519,,3891,1141,39,1508,2935,2734,201,311800,1292,76724,34899,1209,3270,3270,3081,189,648,349,42,3039,12,2614,"Walden village, New York",36,77849,2022,acs/acs5,2025-10-13T11:21:10.437773
1440,722,718,,1305,44,13,80,483,483,0,272400,,91004,38123,52,828,828,822,6,120,40,11,822,56,795,"Walker Valley CDP, New York",36,77948,2022,acs/acs5,2025-10-13T11:21:10.437783
1859,931,928,,1718,28,0,63,884,809,75,254500,1005,73870,38472,107,938,938,899,39,249,140,0,899,0,850,"Wallkill CDP, New York",36,78003,2022,acs/acs5,2025-10-13T11:21:10.437792
2811,1398,1413,,2608,84,13,32,1609,1397,212,104000,732,29790,26751,710,1364,1364,1275,89,95,210,53,1259,0,1146,"Walton village, New York",36,78036,2022,acs/acs5,2025-10-13T11:21:10.437802
4139,2054,2085,,2630,388,20,1305,1626,1482,144,379700,2015,140614,53677,12,2306,2288,2174,114,762,393,0,2160,50,1894,"Walton Park CDP, New York",36,78063,2022,acs/acs5,2025-10-13T11:21:10.437813
865,343,522,,843,0,0,0,350,350,0,168800,858,94107,39291,48,501,501,470,31,113,104,0,470,0,470,"Walworth CDP, New York",36,78091,2022,acs/acs5,2025-10-13T11:21:10.437823
590,273,317,,543,30,0,17,205,190,15,145800,1063,67188,27127,35,261,261,251,10,46,11,3,245,0,208,"Wampsville village, New York",36,78113,2022,acs/acs5,2025-10-13T11:21:10.437833
3158,1368,1790,,3148,0,0,0,1445,1342,103,169500,,72614,39641,167,1641,1641,1590,51,500,151,0,1552,0,1322,"Wanakah CDP, New York",36,78124,2022,acs/acs5,2025-10-13T11:21:10.437842
17995,9168,8827,,15855,201,674,1408,5914,5816,98,646800,2271,180167,63636,642,9310,9310,8967,343,3442,2481,100,8876,1121,7721,"Wantagh CDP, New York",36,78146,2022,acs/acs5,2025-10-13T11:21:10.437852
5775,2882,2893,,3972,780,212,1225,2586,2515,71,267200,1369,61554,34991,337,2858,2858,2750,108,446,334,30,2697,63,2333,"Wappingers Falls village, New York",36,78168,2022,acs/acs5,2025-10-13T11:21:10.437861
3307,1699,1608,,3190,0,59,110,1675,1528,147,142600,961,55278,31962,372,1539,1539,1539,0,167,82,6,1539,0,1381,"Warrensburg CDP, New York",36,78289,2022,acs/acs5,2025-10-13T11:21:10.437871
2937,1229,1708,,2830,11,0,44,1498,1426,72,124900,630,50000,30132,492,1332,1332,1215,117,259,134,77,1202,0,1113,"Warsaw village, New York",36,78333,2022,acs/acs5,2025-10-13T11:21:10.437880
6653,3064,3589,,6161,80,6,716,3375,3121,254,381000,1221,85736,50484,464,3484,3484,3405,79,1233,795,32,3197,95,2803,"Warwick village, New York",36,78355,2022,acs/acs5,2025-10-13T11:21:10.437891
1572,856,716,,552,709,49,483,649,599,50,317700,2208,67188,43155,312,761,761,693,68,128,23,0,693,139,670,"Washington Heights CDP, New York",36,78421,2022,acs/acs5,2025-10-13T11:21:10.437900
1910,919,991,,1676,0,213,81,904,888,16,200200,1047,110658,44926,88,1287,1287,1273,14,399,148,142,1256,0,997,"Washington Mills CDP, New York",36,78454,2022,acs/acs5,2025-10-13T11:21:10.437910
5733,2978,2755,,3836,602,80,1316,2110,2077,33,325800,1345,101146,46933,423,3114,3086,2897,189,939,329,47,2842,194,2492,"Washingtonville village, New York",36,78465,2022,acs/acs5,2025-10-13T11:21:10.437919
466,186,280,,341,0,8,273,160,129,31,122700,,,25162,147,163,163,129,34,32,23,0,129,15,122,"Wassaic CDP, New York",36,78476,2022,acs/acs5,2025-10-13T11:21:10.437929
545,370,175,,371,93,0,95,0,0,0,,,,,545,0,0,0,0,0,0,0,0,0,0,"Watchtower CDP, New York",36,78487,2022,acs/acs5,2025-10-13T11:21:10.437939
2113,999,1114,,2001,23,0,50,1151,1039,112,161400,971,65923,36511,198,1133,1133,1080,53,311,133,0,1047,0,1004,"Waterford village, New York",36,78520,2022,acs/acs5,2025-10-13T11:21:10.437948
4587,2279,2308,,4070,122,23,245,2117,1943,174,106500,868,65712,34329,498,2275,2275,2132,143,541,181,0,2056,38,1883,"Waterloo village, New York",36,78553,2022,acs/acs5,2025-10-13T11:21:10.437957
2308,1142,1166,,2032,12,38,207,2330,1116,1214,1965100,,174919,143860,161,1464,1464,1305,159,803,514,44,1209,36,672,"Water Mill CDP, New York",36,78575,2022,acs/acs5,2025-10-13T11:21:10.437969
24859,12877,11982,,20083,2022,434,1950,13134,11455,1679,150000,924,49722,32679,4724,12340,11325,10610,715,2290,1565,69,11374,184,11022,"Watertown city, New York",36,78608,2022,acs/acs5,2025-10-13T11:21:10.437980
1748,816,932,,1681,6,19,0,782,739,43,144800,830,73393,36504,94,967,967,956,11,163,75,9,926,5,839,"Waterville village, New York",36,78663,2022,acs/acs5,2025-10-13T11:21:10.437990
10325,4972,5353,,7447,1209,485,1021,5914,5246,668,167200,1024,51092,31619,2087,5448,5430,5174,256,947,348,18,5028,280,4709,"Watervliet city, New York",36,78674,2022,acs/acs5,2025-10-13T11:21:10.438000
1777,889,888,,1590,55,97,18,1073,882,191,167700,754,44542,36523,181,889,889,833,56,207,145,7,829,0,777,"Watkins Glen village, New York",36,78696,2022,acs/acs5,2025-10-13T11:21:10.438009
4360,2118,2242,,3949,146,65,120,2042,1927,115,124700,859,49060,36189,372,2229,2229,2062,167,291,112,9,2028,0,1959,"Waverly village, New York",36,78806,2022,acs/acs5,2025-10-13T11:21:10.438018
1696,795,901,,1642,8,0,23,751,648,103,91900,645,65882,28632,295,756,756,718,38,80,81,4,709,0,675,"Wayland village, New York",36,78850,2022,acs/acs5,2025-10-13T11:21:10.438028
